query,competing_urls,impressions_W1,clicks_W1,top_url,top_url_market,top_url_locale,top_url_section,best_position,cannibalisation_type,markets_involved,locales_involved,url_detail
tensión arterial normal,2,37,0,https://www.myglobalhealth.online/spain/es/tools/blood-pressure-chart,Spain,es,tools,28.9,cross_market+wrong_locale,Romania|Spain,es,https://www.myglobalhealth.online/spain/es/tools/blood-pressure-chart [34i/0c/p29] ;; https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas [3i/0c/p80]
tension arterial normal,2,37,0,https://www.myglobalhealth.online/spain/es/tools/blood-pressure-chart,Spain,es,tools,25.2,cross_market+wrong_locale,Romania|Spain,es,https://www.myglobalhealth.online/spain/es/tools/blood-pressure-chart [35i/0c/p25] ;; https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas [2i/0c/p84]
online consultation,5,37,0,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,7.0,cross_market+wrong_locale,Czechia|Ireland|Romania|Spain,en|es,https://www.myglobalhealth.online/spain/es [28i/0c/p26] ;; https://www.myglobalhealth.online/ireland/en/book [5i/0c/p25] ;; https://www.myglobalhealth.online/ireland/en/see-a-specialist [2i/0c/p50] ;; https://www.myglobalhealth.online/czechia/en/blog/online-doctor-czechia-what-it-solves [1i/0c/p10] ;; https://www.myglobalhealth.online/romania/en [1i/0c/p7]
medical appointment,3,37,0,https://www.myglobalhealth.online/romania/en,Romania,en,market_home,11.3,cross_market+wrong_locale,Brazil|Romania,en,https://www.myglobalhealth.online/romania/en [23i/0c/p11] ;; https://www.myglobalhealth.online/brazil/en [12i/0c/p12] ;; https://www.myglobalhealth.online/brazil/en/blog [2i/0c/p18]
global health medical services,2,37,0,https://www.myglobalhealth.online,,,legacy_or_global,10.8,no,legacy/global,,https://www.myglobalhealth.online [27i/0c/p11] ;; https://www.myglobalhealth.online/about [10i/0c/p13]
consulta online clinico geral particular,3,36,0,https://www.myglobalhealth.online/portugal/pt,Portugal,pt,market_home,52.7,cross_market+wrong_locale,Ireland|Portugal,es|pt,https://www.myglobalhealth.online/portugal/pt [23i/0c/p53] ;; https://www.myglobalhealth.online/portugal/es/services/consulta-medica [9i/0c/p93] ;; https://www.myglobalhealth.online/ireland/pt [4i/0c/p89]
dermatóloga online,2,36,0,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver,Spain,es,blog,21.1,wrong_locale,Spain,en|es,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver [27i/0c/p21] ;; https://www.myglobalhealth.online/spain/en/services/dermatologia-especialista-online [9i/0c/p69]
consulta dermatológica en línea,2,36,0,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver,Spain,es,blog,25.6,wrong_locale,Spain,en|es,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver [28i/0c/p26] ;; https://www.myglobalhealth.online/spain/en/services/dermatologia-especialista-online [8i/0c/p87]
consulta virtual dermatologo,2,36,0,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver,Spain,es,blog,24.2,wrong_locale,Spain,en|es,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver [25i/0c/p24] ;; https://www.myglobalhealth.online/spain/en/services/dermatologia-especialista-online [11i/0c/p85]
healthcare,3,36,0,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,19.0,cross_market,Portugal|Spain,es|pt,https://www.myglobalhealth.online/spain/es [23i/0c/p75] ;; https://www.myglobalhealth.online/portugal/pt [12i/0c/p86] ;; https://www.myglobalhealth.online/pt [1i/0c/p19]
consulta online com clinico geral,3,35,0,https://www.myglobalhealth.online/portugal/pt,Portugal,pt,market_home,53.3,cross_market+wrong_locale,Ireland|Portugal,es|pt,https://www.myglobalhealth.online/portugal/pt [22i/0c/p53] ;; https://www.myglobalhealth.online/portugal/es/services/consulta-medica [11i/0c/p86] ;; https://www.myglobalhealth.online/ireland/pt [2i/0c/p76]
medical online,3,34,0,https://www.myglobalhealth.online,,,legacy_or_global,8.8,cross_market,Romania|Spain,es|ro,https://www.myglobalhealth.online [27i/0c/p9] ;; https://www.myglobalhealth.online/romania/ro [4i/0c/p9] ;; https://www.myglobalhealth.online/spain/es [3i/0c/p24]
dermatologos online,2,34,0,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver,Spain,es,blog,19.6,wrong_locale,Spain,en|es,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver [23i/0c/p20] ;; https://www.myglobalhealth.online/spain/en/services/dermatologia-especialista-online [11i/0c/p66]
medico internista online,2,34,0,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,37.4,no,Spain,es,https://www.myglobalhealth.online/spain/es [31i/0c/p37] ;; https://www.myglobalhealth.online/spain/es/see-a-specialist [3i/0c/p89]
tabela de medição de tensão arterial,3,34,0,https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart,Portugal,pt,tools,7.3,cross_market+wrong_locale,Brazil|Portugal|Romania,pt,https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart [28i/0c/p8] ;; https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart [3i/0c/p7] ;; https://www.myglobalhealth.online/romania/pt/tools/blood-pressure-chart [3i/0c/p11]
atestado médico,5,33,0,https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao,Portugal,pt,blog,3.0,cross_market+wrong_locale,Ireland|Portugal,pt,https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao [17i/0c/p44] ;; https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao [11i/0c/p47] ;; https://www.myglobalhealth.online/portugal/pt [3i/0c/p6] ;; https://www.myglobalhealth.online/ireland/pt/blog/como-obter-um-atestado-medico-online-na-irlanda [1i/0c/p3] ;; https://www.myglobalhealth.online/portugal/pt/health/atestado-medico-online [1i/0c/p60]
sick certificate online,2,33,0,https://www.myglobalhealth.online/ireland/sick-leave,Ireland,,market_home,32.0,wrong_locale,Ireland,es,https://www.myglobalhealth.online/ireland/sick-leave [26i/0c/p45] ;; https://www.myglobalhealth.online/ireland/es/health/sick-cert-online [7i/0c/p32]
calculator caloric,2,33,0,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,Romania,ro,tools,8.9,cross_market+wrong_locale,Romania|Spain,ro,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator [26i/0c/p9] ;; https://www.myglobalhealth.online/spain/ro/tools/calorie-calculator [7i/0c/p21]
health,4,33,0,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,6.5,cross_market,Portugal|Spain,es|pt,https://www.myglobalhealth.online/spain/es [25i/0c/p35] ;; https://www.myglobalhealth.online/portugal/pt [4i/0c/p6] ;; https://www.myglobalhealth.online [3i/0c/p15] ;; https://www.myglobalhealth.online/pt [1i/0c/p8]
calculator cate calorii trebuie sa mananci pe zi,2,32,2,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,Romania,ro,tools,7.0,cross_market+wrong_locale,Romania|Spain,ro,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator [29i/2c/p7] ;; https://www.myglobalhealth.online/spain/ro/tools/calorie-calculator [3i/0c/p22]
ovulační kalkulačka,4,32,0,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,Czechia,cs,tools,3.0,cross_market+wrong_locale,Czechia|Romania|Spain,cs,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator [27i/0c/p30] ;; https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator [2i/0c/p8] ;; https://www.myglobalhealth.online/spain/cs/tools/due-date-calculator [2i/0c/p5] ;; https://www.myglobalhealth.online/romania/cs/tools/due-date-calculator [1i/0c/p3]
atestado médico carta de condução,2,32,0,https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao,Portugal,pt,blog,38.0,no,Portugal,pt,https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao [16i/0c/p38] ;; https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao [16i/0c/p60]
index bmi,2,31,0,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,Czechia,cs,tools,45.7,cross_market,Czechia|Ireland,cs|en,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator [30i/0c/p46] ;; https://www.myglobalhealth.online/ireland/en/tools/bmi-calculator [1i/0c/p77]
atencion dermatologica online,2,31,0,https://www.myglobalhealth.online/spain/en/services/dermatologia-especialista-online,Spain,en,services,21.8,wrong_locale,Spain,en|es,https://www.myglobalhealth.online/spain/en/services/dermatologia-especialista-online [19i/0c/p88] ;; https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver [12i/0c/p22]
telmo coelho psiquiatra,2,31,0,https://www.myglobalhealth.online/portugal/pt/doctors/dr-telmo-coelho,Portugal,pt,doctors,4.3,no,Portugal,pt,https://www.myglobalhealth.online/portugal/pt/doctors/dr-telmo-coelho [28i/0c/p5] ;; https://www.myglobalhealth.online/pt/portugal-doctors/dr-telmo-coelho [3i/0c/p4]
how to claim illness benefit in ireland,2,31,1,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim,Ireland,en,blog,3.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [16i/1c/p7] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [3i/0c/p10] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [3i/0c/p10] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [2i/0c/p10] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [2i/0c/p10] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [2i/0c/p10]
doctors note ireland,2,31,0,https://www.myglobalhealth.online/ireland/sick-leave,Ireland,,market_home,57.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/sick-leave [29i/0c/p65] ;; https://www.myglobalhealth.online/ireland/en/blog [2i/0c/p57]
medical online doctor,2,30,0,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,22.5,wrong_locale,Spain,en|es,https://www.myglobalhealth.online/spain/es [28i/0c/p36] ;; https://www.myglobalhealth.online/spain/en [2i/0c/p22]
globalhealth,5,29,2,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,1.0,cross_market,Czechia|Portugal|Spain,cs|es|pt,https://www.myglobalhealth.online/spain/es [15i/0c/p6] ;; https://www.myglobalhealth.online [10i/0c/p38] ;; https://www.myglobalhealth.online/czechia/cs [2i/2c/p1] ;; https://www.myglobalhealth.online/about [1i/0c/p28] ;; https://www.myglobalhealth.online/portugal/pt [1i/0c/p2]
consulta online medicos,2,29,0,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,38.2,cross_market,Portugal|Spain,es|pt,https://www.myglobalhealth.online/spain/es [27i/0c/p38] ;; https://www.myglobalhealth.online/portugal/pt [2i/0c/p60]
promluvte si s lékařem,2,29,0,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Czechia,cs,gp-consultation-online,8.0,cross_market+wrong_locale,Czechia|Romania,cs,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online [26i/0c/p8] ;; https://www.myglobalhealth.online/romania/cs [3i/0c/p16]
online doctor consultation,2,28,0,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,17.0,wrong_locale,Spain,en|es,https://www.myglobalhealth.online/spain/es [26i/0c/p38] ;; https://www.myglobalhealth.online/spain/en [2i/0c/p17]
sick pay ireland,2,28,0,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-payment-ireland-rate-tax-timing,Ireland,en,blog,58.1,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-payment-ireland-rate-tax-timing [15i/0c/p68] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [13i/0c/p58]
vitamin d blood test ireland,2,28,0,https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-d-test,Ireland,en,lab-tests,15.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-d-test [27i/0c/p24] ;; https://www.myglobalhealth.online/ireland/en/lab-tests [1i/0c/p15]
dr fahad farooq,2,28,3,https://www.myglobalhealth.online/ireland/en/doctors/dr-fahad-farooq,Ireland,en,doctors,4.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/doctors/dr-fahad-farooq [27i/2c/p5] ;; https://www.myglobalhealth.online/cs/ireland-doctors/dr-fahad-farooq [1i/1c/p4]
atestado carta de condução,2,27,0,https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao,Portugal,pt,blog,41.7,no,Portugal,pt,https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao [15i/0c/p42] ;; https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao [12i/0c/p65]
gut microbiome test ireland,2,27,1,https://www.myglobalhealth.online/ireland/en/lab-tests/gut-microbiome-test,Ireland,en,lab-tests,4.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/lab-tests/gut-microbiome-test [26i/1c/p9] ;; https://www.myglobalhealth.online/ireland/en/lab-tests [1i/0c/p4]
illness benefit ireland 2026,2,27,0,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim,Ireland,en,blog,7.5,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [14i/0c/p9] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-payment-ireland-rate-tax-timing [13i/0c/p7]
minha clinica help global,4,26,0,https://www.myglobalhealth.online/brazil/pt,Brazil,pt,market_home,6.0,no,Brazil,pt,https://www.myglobalhealth.online/brazil/pt [22i/0c/p10] ;; https://www.myglobalhealth.online/pt/about [2i/0c/p6] ;; https://www.myglobalhealth.online [1i/0c/p12] ;; https://www.myglobalhealth.online/brazil/pt/faq [1i/0c/p11]
fabiana cornejo,2,26,1,https://www.myglobalhealth.online/spain/es/doctors/dr-fabiana-cornejo,Spain,es,doctors,2.8,wrong_locale,Spain,cs|es,https://www.myglobalhealth.online/spain/es/doctors/dr-fabiana-cornejo [18i/1c/p8] ;; https://www.myglobalhealth.online/spain/cs/doctors/dr-fabiana-cornejo [8i/0c/p3]
kalkulačka hmotnosti bmi,2,26,0,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,Czechia,cs,tools,30.3,cross_market+wrong_locale,Czechia|Ireland,cs,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator [25i/0c/p30] ;; https://www.myglobalhealth.online/ireland/cs/tools/bmi-calculator [1i/0c/p41]
imc calculator,4,26,0,https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator,Romania,ro,tools,27.5,cross_market+wrong_locale,Portugal|Romania|Spain,es|ro,https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator [13i/0c/p28] ;; https://www.myglobalhealth.online/romania/es/tools/bmi-calculator [11i/0c/p71] ;; https://www.myglobalhealth.online/portugal/ro/tools/bmi-calculator [1i/0c/p54] ;; https://www.myglobalhealth.online/spain/es/tools/bmi-calculator [1i/0c/p54]
adhd assessment for adults,2,25,0,https://www.myglobalhealth.online/ireland/en/tools/adhd-test,Ireland,en,tools,49.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/tools/adhd-test [23i/0c/p78] ;; https://www.myglobalhealth.online/ireland/en/blog/adult-adhd-assessment-ireland-public-private-routes [2i/0c/p49]
ovulation calculator hse,2,25,0,https://www.myglobalhealth.online/ireland/en/tools/adhd-test,Ireland,en,tools,6.1,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/tools/adhd-test [20i/0c/p6] ;; https://www.myglobalhealth.online/ireland/en/tools/ovulation-calculator [5i/0c/p11]
dermatologia online,3,25,0,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver,Spain,es,blog,18.5,wrong_locale,Spain,en|es|pt,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver [15i/0c/p18] ;; https://www.myglobalhealth.online/spain/en/services/dermatologia-especialista-online [5i/0c/p73] ;; https://www.myglobalhealth.online/spain/pt/blog/dermatologista-online-espanha [5i/0c/p72]
dermatólogo online,2,24,0,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver,Spain,es,blog,17.5,wrong_locale,Spain,en|es,https://www.myglobalhealth.online/spain/es/blog/dermatologo-online-que-puede-resolver [19i/0c/p17] ;; https://www.myglobalhealth.online/spain/en/services/dermatologia-especialista-online [5i/0c/p78]
normální tlak,2,24,0,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,Czechia,cs,tools,36.1,cross_market+wrong_locale,Czechia|Romania,cs,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart [15i/0c/p36] ;; https://www.myglobalhealth.online/romania/cs/blog/normalni-krevni-tlak-podle-veku-uzitecny-pruvodce-bez-zavadejicich-tabulek [9i/0c/p65]
calculator imc,2,24,0,https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator,Romania,ro,tools,29.2,cross_market+wrong_locale,Portugal|Romania,ro,https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator [23i/0c/p29] ;; https://www.myglobalhealth.online/portugal/ro/tools/bmi-calculator [1i/0c/p49]
global medical,10,24,0,https://www.myglobalhealth.online/czechia/cs,Czechia,cs,market_home,1.8,cross_market+wrong_locale,Czechia|Ireland,cs|en|es|pt,https://www.myglobalhealth.online/czechia/cs [6i/0c/p3] ;; https://www.myglobalhealth.online [4i/0c/p2] ;; https://www.myglobalhealth.online/ireland/en [4i/0c/p5] ;; https://www.myglobalhealth.online/ireland/en/about [3i/0c/p53] ;; https://www.myglobalhealth.online/ireland/en/gp-consultation-online [2i/0c/p75] ;; https://www.myglobalhealth.online/ireland/en/careers [1i/0c/p36]
calorii calculator,2,23,0,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,Romania,ro,tools,8.9,cross_market+wrong_locale,Romania|Spain,ro,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator [22i/0c/p9] ;; https://www.myglobalhealth.online/spain/ro/tools/calorie-calculator [1i/0c/p20]
calculator kilocalorii,2,23,0,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,Romania,ro,tools,10.2,cross_market+wrong_locale,Romania|Spain,ro,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator [22i/0c/p10] ;; https://www.myglobalhealth.online/spain/ro/tools/calorie-calculator [1i/0c/p26]
atestado carta condução,2,23,0,https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao,Portugal,pt,blog,40.2,no,Portugal,pt,https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao [15i/0c/p40] ;; https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao [8i/0c/p72]
