date,page,searcher_country,device,search_type,clicks,impressions,ctr,avg_position,row_key,refresh_id,data_state,source_timezone,data_quality,source
2026-07-21,https://www.myglobalhealth.online/cs/czechia-doctors/mudr-vojt%C4%9Bch-%C4%8Dern%C3%BD,ALL,ALL,web,0,3,0,3,2026-07-21|https://www.myglobalhealth.online/cs/czechia-doctors/mudr-vojt%C4%9Bch-%C4%8Dern%C3%BD|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/cs/home-cz,ALL,ALL,web,0,2,0,2,2026-07-21|https://www.myglobalhealth.online/cs/home-cz|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/cs/ireland-doctors/dr-fahad-farooq,ALL,ALL,web,0,1,0,8,2026-07-21|https://www.myglobalhealth.online/cs/ireland-doctors/dr-fahad-farooq|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/cs/ireland-partner-clinic/body-adjustment-clinic,ALL,ALL,web,0,5,0,5,2026-07-21|https://www.myglobalhealth.online/cs/ireland-partner-clinic/body-adjustment-clinic|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia-doctors/mudr-ahmed-maklad,ALL,ALL,web,0,1,0,8,2026-07-21|https://www.myglobalhealth.online/czechia-doctors/mudr-ahmed-maklad|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia-doctors/mudr-libor-hlavaty,ALL,ALL,web,0,4,0,11,2026-07-21|https://www.myglobalhealth.online/czechia-doctors/mudr-libor-hlavaty|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia-doctors/mudr-nataliya-kharlamova,ALL,ALL,web,1,2,0.5,2,2026-07-21|https://www.myglobalhealth.online/czechia-doctors/mudr-nataliya-kharlamova|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia-doctors/mudr-romana-pavlu,ALL,ALL,web,0,1,0,9,2026-07-21|https://www.myglobalhealth.online/czechia-doctors/mudr-romana-pavlu|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia-doctors/mudr-vojt%C4%9Bch-%C4%8Dern%C3%BD,ALL,ALL,web,0,1,0,1,2026-07-21|https://www.myglobalhealth.online/czechia-doctors/mudr-vojt%C4%9Bch-%C4%8Dern%C3%BD|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
2026-07-21,https://www.myglobalhealth.online/czechia-team,ALL,ALL,web,0,2,0,10.5,2026-07-21|https://www.myglobalhealth.online/czechia-team|ALL|ALL|web,R2026-09-15-GSC-B2,final,America/Los_Angeles,page×date grain; country/device detail in gsc_page_daily_country_device.csv is sparse-filtered by Google,openseo:get_search_console_performance
