page,country,clicks,impressions,ctr,avg_position,truncated,refresh_id,source_timezone,source
https://www.myglobalhealth.online/product-page/beauty-focus-multibeauty,swe,1,31,0.03225806451612903,6.032258064516129,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/product-page/beauty-focus-multibeauty,zaf,1,5,0.2,4.6,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/pt/about,prt,1,20,0.05,15.9,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/pt/home,prt,1,15,0.06666666666666667,22.533333333333335,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/pt/home-pt,prt,1,60,0.016666666666666666,16.78333333333333,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/pt/ireland-doctors/dr-tiago-miguel-figueira,prt,1,2,0.5,5.5,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/pt/portugal-doctors/dr-telmo-coelho,aut,1,1,1,11,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/pt/portugal-doctors/dr-telmo-coelho,bel,1,26,0.038461538461538464,4.230769230769231,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/pt/spain-doctors/dr-ariana-gonzalvez-garcia,esp,1,5,0.2,1,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
https://www.myglobalhealth.online/ro/ireland-doctors/dr-andra-cristea,irl,1,5,0.2,4.2,yes,R2026-09-15-GSC-W,America/Los_Angeles,openseo_mcp:get_search_console_performance
