"url","locale","resolved_locale","kind","service","bookability","reason","next_available_at","doctors","consultation_languages","price_cents","duration","registry_issue","source"
"https://www.myglobalhealth.online/spain/cs/services/caida-cabello-online","cs","CS","GENERAL","caida-cabello-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-caida-cabello-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/cardiologo-online","cs","CS","SPECIALIST","cardiologo-online","UNAVAILABLE","NO_OPEN_SLOT","","Dr. Fidel Ernesto Mesa Prado","Dr. Fidel Ernesto Mesa Prado: Spanish, English","7900","15","","raw/api/services-cardiologo-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/consulta-diagnotico-vascular","cs","CS","SPECIALIST","consulta-diagnotico-vascular","BOOKABLE","","2026-09-14T12:44:00.000Z","Dr. Leandro Wang","Dr. Leandro Wang: Spanish","17000","30","","raw/api/services-consulta-diagnotico-vascular-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/consulta-flebologia-y-linfologia","cs","CS","SPECIALIST","consulta-flebologia-y-linfologia","BOOKABLE","","2026-09-14T12:44:00.000Z","Dr. Leandro Wang","Dr. Leandro Wang: Spanish","15000","30","","raw/api/services-consulta-flebologia-y-linfologia-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/consulta-medica-online","cs","CS","GENERAL","consulta-medica-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Eszter Szilágyi | Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German | Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-consulta-medica-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/consulta-online-medicina-estetica","cs","CS","GENERAL","consulta-online-medicina-estetica","BOOKABLE","","2026-09-13T06:23:00.000Z","Dra. María Fernanda Ocampo Mora","Dra. María Fernanda Ocampo Mora: Spanish","7500","30","","raw/api/services-consulta-online-medicina-estetica-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/consulta-piel-online","cs","CS","GENERAL","consulta-piel-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-consulta-piel-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/consulta-salud-vascular-circulatoria","cs","CS","GENERAL","consulta-salud-vascular-circulatoria","BOOKABLE","","2026-09-13T12:08:00.000Z","Dra. Eszter Szilágyi","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German","7500","20","","raw/api/services-consulta-salud-vascular-circulatoria-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/control-peso-online","cs","CS","GENERAL","control-peso-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Eszter Szilágyi | Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German | Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-control-peso-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/dejar-de-fumar-online","cs","CS","GENERAL","dejar-de-fumar-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-dejar-de-fumar-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/derivaciones-pruebas-online","cs","CS","GENERAL","derivaciones-pruebas-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-derivaciones-pruebas-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/dermatologia-especialista-online","cs","CS","SPECIALIST","dermatologia-especialista-online","BOOKABLE","","2026-09-14T08:14:00.000Z","Dr. Alfredo del Valle Moreno Montañez","Dr. Alfredo del Valle Moreno Montañez: Spanish, English","7000","15","","raw/api/services-dermatologia-especialista-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/enfermedades-cronicas-online","cs","CS","GENERAL","enfermedades-cronicas-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4500","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-enfermedades-cronicas-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/justificante-medico-online","cs","CS","GENERAL","justificante-medico-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-justificante-medico-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/medicina-viaje-online","cs","CS","GENERAL","medicina-viaje-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-medicina-viaje-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/musculoesqueletico-online","cs","CS","GENERAL","musculoesqueletico-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-musculoesqueletico-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/pediatria-online","cs","CS","GENERAL","pediatria-online","BOOKABLE","","2026-09-13T12:26:00.000Z","Dra. María Silvina Irale Tunkiewicz","Dra. María Silvina Irale Tunkiewicz: Spanish","3900","15","","raw/api/services-pediatria-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/psicologo-online","cs","CS","SPECIALIST","psicologo-online","BOOKABLE","","2026-09-14T12:59:00.000Z","Javier Villarte Betancor | Tomás Ruiz Palacios","Javier Villarte Betancor: Spanish | Tomás Ruiz Palacios: Spanish, Italian","12000","45","","raw/api/services-psicologo-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/psiquiatra-online","cs","CS","SPECIALIST","psiquiatra-online","BOOKABLE","","2026-09-14T12:29:00.000Z","Dra. Mónica Fabiana Cornejo Román","Dra. Mónica Fabiana Cornejo Román: Spanish","15000","45","","raw/api/services-psiquiatra-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/renovacion-tratamiento-online","cs","CS","GENERAL","renovacion-tratamiento-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","2900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-renovacion-tratamiento-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/salud-femenina-online","cs","CS","GENERAL","salud-femenina-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-salud-femenina-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/salud-masculina-online","cs","CS","GENERAL","salud-masculina-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-salud-masculina-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/salud-mental-online","cs","CS","GENERAL","salud-mental-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","5900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-salud-mental-online-CS.json"
"https://www.myglobalhealth.online/spain/cs/services/segunda-opinion-medica","cs","CS","GENERAL","segunda-opinion-medica","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Eszter Szilágyi | Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German | Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-segunda-opinion-medica-CS.json"
"https://www.myglobalhealth.online/spain/de/services/caida-cabello-online","de","DE","GENERAL","caida-cabello-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-caida-cabello-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/cardiologo-online","de","DE","SPECIALIST","cardiologo-online","UNAVAILABLE","NO_OPEN_SLOT","","Dr. Fidel Ernesto Mesa Prado","Dr. Fidel Ernesto Mesa Prado: Spanish, English","7900","15","","raw/api/services-cardiologo-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/consulta-diagnotico-vascular","de","DE","SPECIALIST","consulta-diagnotico-vascular","BOOKABLE","","2026-09-14T12:44:00.000Z","Dr. Leandro Wang","Dr. Leandro Wang: Spanish","17000","30","","raw/api/services-consulta-diagnotico-vascular-DE.json"
"https://www.myglobalhealth.online/spain/de/services/consulta-flebologia-y-linfologia","de","DE","SPECIALIST","consulta-flebologia-y-linfologia","BOOKABLE","","2026-09-14T12:44:00.000Z","Dr. Leandro Wang","Dr. Leandro Wang: Spanish","15000","30","","raw/api/services-consulta-flebologia-y-linfologia-DE.json"
"https://www.myglobalhealth.online/spain/de/services/consulta-medica-online","de","DE","GENERAL","consulta-medica-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Eszter Szilágyi | Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German | Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-consulta-medica-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/consulta-online-medicina-estetica","de","DE","GENERAL","consulta-online-medicina-estetica","BOOKABLE","","2026-09-13T06:23:00.000Z","Dra. María Fernanda Ocampo Mora","Dra. María Fernanda Ocampo Mora: Spanish","7500","30","","raw/api/services-consulta-online-medicina-estetica-DE.json"
"https://www.myglobalhealth.online/spain/de/services/consulta-piel-online","de","DE","GENERAL","consulta-piel-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-consulta-piel-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/consulta-salud-vascular-circulatoria","de","DE","GENERAL","consulta-salud-vascular-circulatoria","BOOKABLE","","2026-09-13T12:08:00.000Z","Dra. Eszter Szilágyi","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German","7500","20","","raw/api/services-consulta-salud-vascular-circulatoria-DE.json"
"https://www.myglobalhealth.online/spain/de/services/control-peso-online","de","DE","GENERAL","control-peso-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Eszter Szilágyi | Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Eszter Szilágyi: Spanish, English, Hungarian, German | Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-control-peso-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/dejar-de-fumar-online","de","DE","GENERAL","dejar-de-fumar-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-dejar-de-fumar-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/derivaciones-pruebas-online","de","DE","GENERAL","derivaciones-pruebas-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-derivaciones-pruebas-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/dermatologia-especialista-online","de","DE","SPECIALIST","dermatologia-especialista-online","BOOKABLE","","2026-09-14T08:14:00.000Z","Dr. Alfredo del Valle Moreno Montañez","Dr. Alfredo del Valle Moreno Montañez: Spanish, English","7000","15","","raw/api/services-dermatologia-especialista-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/enfermedades-cronicas-online","de","DE","GENERAL","enfermedades-cronicas-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4500","20","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-enfermedades-cronicas-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/justificante-medico-online","de","DE","GENERAL","justificante-medico-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3500","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-justificante-medico-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/medicina-viaje-online","de","DE","GENERAL","medicina-viaje-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","4900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-medicina-viaje-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/musculoesqueletico-online","de","DE","GENERAL","musculoesqueletico-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","3900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-musculoesqueletico-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/pediatria-online","de","DE","GENERAL","pediatria-online","BOOKABLE","","2026-09-13T12:26:00.000Z","Dra. María Silvina Irale Tunkiewicz","Dra. María Silvina Irale Tunkiewicz: Spanish","3900","15","","raw/api/services-pediatria-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/psicologo-online","de","DE","SPECIALIST","psicologo-online","BOOKABLE","","2026-09-14T12:59:00.000Z","Javier Villarte Betancor | Tomás Ruiz Palacios","Javier Villarte Betancor: Spanish | Tomás Ruiz Palacios: Spanish, Italian","12000","45","","raw/api/services-psicologo-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/psiquiatra-online","de","DE","SPECIALIST","psiquiatra-online","BOOKABLE","","2026-09-14T12:29:00.000Z","Dra. Mónica Fabiana Cornejo Román","Dra. Mónica Fabiana Cornejo Román: Spanish","15000","45","","raw/api/services-psiquiatra-online-DE.json"
"https://www.myglobalhealth.online/spain/de/services/renovacion-tratamiento-online","de","DE","GENERAL","renovacion-tratamiento-online","BOOKABLE","","2026-09-13T06:19:00.000Z","Dra. Luz Marina Zuluaga Ríos | Dra. María Fernanda Ocampo Mora | Dr. Eduardo Daniel Rodríguez Olivas | Dr. Rómulo Andrés Brito González | Dr. Syed Tahir","Dra. Luz Marina Zuluaga Ríos: Spanish | Dra. María Fernanda Ocampo Mora: Spanish | Dr. Eduardo Daniel Rodríguez Olivas: Spanish, English | Dr. Rómulo Andrés Brito González: Spanish | Dr. Syed Tahir: Spanish, English, Hindi, Urdu, Dutch","2900","15","Luz: CGCOM alta sin ejercicio; operations clarification required","raw/api/services-renovacion-tratamiento-online-DE.json"
